row_no,logline,parsed_logline,parameter_list,month,day,time,host,process_name,process_subtype,process_pid,remote_host,user_value,tty,tt,anomaly_label,anomaly_score,is_anomaly
1750,Jul 24 04:20:19 combo su(pam_unix)[17283]: session opened for user cyrus by (uid=0),* * * combo * session opened for user * by *,"['Jul', '24', '04:20:19', 'su(pam_unix)[17283]:', 'cyrus', '(uid=0)']",Jul,24,04:20:19,combo,su,pam_unix,17283,,,,,1,-8.204131799828275,False
1751,Jul 24 04:20:19 combo su(pam_unix)[17283]: session closed for user cyrus,* * * combo * session closed for user *,"['Jul', '24', '04:20:19', 'su(pam_unix)[17283]:', 'cyrus']",Jul,24,04:20:19,combo,su,pam_unix,17283,,,,,1,-7.654557879518222,False
1752,Jul 24 04:20:21 combo cups: cupsd shutdown succeeded,* * * combo cups: cupsd * succeeded,"['Jul', '24', '04:20:21', 'shutdown']",Jul,24,04:20:21,combo,cups,,,,,,,1,-2.1129003765034327,False
1753,Jul 24 04:20:26 combo cups: cupsd startup succeeded,* * * combo cups: cupsd * succeeded,"['Jul', '24', '04:20:26', 'startup']",Jul,24,04:20:26,combo,cups,,,,,,,1,-1.936422094306515,False
1754,Jul 24 04:20:42 combo syslogd 1.4.1: restart.,* * * combo syslogd 1.4.1: restart.,"['Jul', '24', '04:20:42']",Jul,24,04:20:42,combo,syslogd,,,,,,,1,-0.11236153564811957,False
1755,Jul 24 04:20:42 combo logrotate: ALERT exited abnormally with [1],* * * combo logrotate: ALERT exited abnormally with [1],"['Jul', '24', '04:20:42']",Jul,24,04:20:42,combo,logrotate,,,,,,,1,-6.113669307984111,False
1756,Jul 24 04:33:57 combo su(pam_unix)[21805]: session opened for user news by (uid=0),* * * combo * session opened for user * by *,"['Jul', '24', '04:33:57', 'su(pam_unix)[21805]:', 'news', '(uid=0)']",Jul,24,04:33:57,combo,su,pam_unix,21805,,,,,1,-7.067576666444019,False
1757,Jul 24 04:33:58 combo su(pam_unix)[21805]: session closed for user news,* * * combo * session closed for user *,"['Jul', '24', '04:33:58', 'su(pam_unix)[21805]:', 'news']",Jul,24,04:33:58,combo,su,pam_unix,21805,,,,,1,-6.214651543639668,False
1758,Jul 24 08:31:57 combo sshd(pam_unix)[22185]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '24', '08:31:57', 'sshd(pam_unix)[22185]:', 'rhost=203.251.225.101', 'user=root']",Jul,24,08:31:57,combo,sshd,pam_unix,22185,203.251.225.101,root,NODEVssh,NODEVssh,1,-3.537136727469786,False
1759,Jul 24 08:31:57 combo sshd(pam_unix)[22184]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '24', '08:31:57', 'sshd(pam_unix)[22184]:', 'rhost=203.251.225.101', 'user=root']",Jul,24,08:31:57,combo,sshd,pam_unix,22184,203.251.225.101,root,NODEVssh,NODEVssh,1,-3.537428267586513,False
1760,Jul 24 08:31:59 combo sshd(pam_unix)[22188]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '24', '08:31:59', 'sshd(pam_unix)[22188]:', 'rhost=203.251.225.101', 'user=root']",Jul,24,08:31:59,combo,sshd,pam_unix,22188,203.251.225.101,root,NODEVssh,NODEVssh,1,-3.5362617711828292,False
1761,Jul 24 08:31:59 combo sshd(pam_unix)[22189]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '24', '08:31:59', 'sshd(pam_unix)[22189]:', 'rhost=203.251.225.101', 'user=root']",Jul,24,08:31:59,combo,sshd,pam_unix,22189,203.251.225.101,root,NODEVssh,NODEVssh,1,-3.5359700071117928,False
1762,Jul 24 08:31:59 combo sshd(pam_unix)[22191]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '24', '08:31:59', 'sshd(pam_unix)[22191]:', 'rhost=203.251.225.101', 'user=root']",Jul,24,08:31:59,combo,sshd,pam_unix,22191,203.251.225.101,root,NODEVssh,NODEVssh,1,-3.5353863110126653,False
1763,Jul 24 13:46:32 combo ftpd[22655]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:32', 'ftpd[22655]:', '211.107.232.1', '()', 'Sun', '24', '13:46:32']",Jul,24,13:46:32,combo,ftpd,,22655,,,,,1,-6.515028178224853,False
1764,Jul 24 13:46:32 combo ftpd[22652]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:32', 'ftpd[22652]:', '211.107.232.1', '()', 'Sun', '24', '13:46:32']",Jul,24,13:46:32,combo,ftpd,,22652,,,,,1,-6.5159178542606,False
1765,Jul 24 13:46:32 combo ftpd[22658]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:32', 'ftpd[22658]:', '211.107.232.1', '()', 'Sun', '24', '13:46:32']",Jul,24,13:46:32,combo,ftpd,,22658,,,,,1,-6.5141380406238625,False
1766,Jul 24 13:46:32 combo ftpd[22653]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:32', 'ftpd[22653]:', '211.107.232.1', '()', 'Sun', '24', '13:46:32']",Jul,24,13:46:32,combo,ftpd,,22653,,,,,1,-6.515621346868308,False
1767,Jul 24 13:46:32 combo ftpd[22657]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:32', 'ftpd[22657]:', '211.107.232.1', '()', 'Sun', '24', '13:46:32']",Jul,24,13:46:32,combo,ftpd,,22657,,,,,1,-6.514434804441322,False
1768,Jul 24 13:46:32 combo ftpd[22659]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:32', 'ftpd[22659]:', '211.107.232.1', '()', 'Sun', '24', '13:46:32']",Jul,24,13:46:32,combo,ftpd,,22659,,,,,1,-6.513841225523656,False
1769,Jul 24 13:46:32 combo ftpd[22656]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:32', 'ftpd[22656]:', '211.107.232.1', '()', 'Sun', '24', '13:46:32']",Jul,24,13:46:32,combo,ftpd,,22656,,,,,1,-6.5147315169752105,False
1770,Jul 24 13:46:32 combo ftpd[22651]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:32', 'ftpd[22651]:', '211.107.232.1', '()', 'Sun', '24', '13:46:32']",Jul,24,13:46:32,combo,ftpd,,22651,,,,,1,-6.516214310365633,False
1771,Jul 24 13:46:32 combo ftpd[22654]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:32', 'ftpd[22654]:', '211.107.232.1', '()', 'Sun', '24', '13:46:32']",Jul,24,13:46:32,combo,ftpd,,22654,,,,,1,-6.515324788189432,False
1772,Jul 24 13:46:34 combo ftpd[22660]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:34', 'ftpd[22660]:', '211.107.232.1', '()', 'Sun', '24', '13:46:34']",Jul,24,13:46:34,combo,ftpd,,22660,,,,,1,-6.513544359141356,False
1773,Jul 24 13:46:34 combo ftpd[22661]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:34', 'ftpd[22661]:', '211.107.232.1', '()', 'Sun', '24', '13:46:34']",Jul,24,13:46:34,combo,ftpd,,22661,,,,,1,-6.513247441477823,False
1774,Jul 24 13:46:34 combo ftpd[22662]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:34', 'ftpd[22662]:', '211.107.232.1', '()', 'Sun', '24', '13:46:34']",Jul,24,13:46:34,combo,ftpd,,22662,,,,,1,-6.51295047253371,False
1775,Jul 24 13:46:34 combo ftpd[22663]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:34', 'ftpd[22663]:', '211.107.232.1', '()', 'Sun', '24', '13:46:34']",Jul,24,13:46:34,combo,ftpd,,22663,,,,,1,-6.512653452309905,False
1776,Jul 24 13:46:34 combo ftpd[22665]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:34', 'ftpd[22665]:', '211.107.232.1', '()', 'Sun', '24', '13:46:34']",Jul,24,13:46:34,combo,ftpd,,22665,,,,,1,-6.5120592580257295,False
1777,Jul 24 13:46:34 combo ftpd[22666]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:34', 'ftpd[22666]:', '211.107.232.1', '()', 'Sun', '24', '13:46:34']",Jul,24,13:46:34,combo,ftpd,,22666,,,,,1,-6.511762083966943,False
1778,Jul 24 13:46:34 combo ftpd[22667]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:34', 'ftpd[22667]:', '211.107.232.1', '()', 'Sun', '24', '13:46:34']",Jul,24,13:46:34,combo,ftpd,,22667,,,,,1,-6.511464858631349,False
1779,Jul 24 13:46:34 combo ftpd[22664]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:34', 'ftpd[22664]:', '211.107.232.1', '()', 'Sun', '24', '13:46:34']",Jul,24,13:46:34,combo,ftpd,,22664,,,,,1,-6.512356380806921,False
1780,Jul 24 13:46:34 combo ftpd[22668]: connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:34', 'ftpd[22668]:', '211.107.232.1', '()', 'Sun', '24', '13:46:34']",Jul,24,13:46:34,combo,ftpd,,22668,,,,,1,-6.51116758201978,False
1781,Jul 24 13:46:35 combo ftpd[22669]: connection from 211.107.232.1 () at Sun Jul 24 13:46:35 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['24', '13:46:35', 'ftpd[22669]:', '211.107.232.1', '()', 'Sun', '24', '13:46:35']",Jul,24,13:46:35,combo,ftpd,,22669,,,,,1,-6.510870254132826,False
1782,Jul 25 04:03:58 combo su(pam_unix)[24312]: session opened for user cyrus by (uid=0),* * * combo * session opened for user * by *,"['Jul', '25', '04:03:58', 'su(pam_unix)[24312]:', 'cyrus', '(uid=0)']",Jul,25,04:03:58,combo,su,pam_unix,24312,,,,,1,-5.4829686751158135,False
1783,Jul 25 04:03:59 combo su(pam_unix)[24312]: session closed for user cyrus,* * * combo * session closed for user *,"['Jul', '25', '04:03:59', 'su(pam_unix)[24312]:', 'cyrus']",Jul,25,04:03:59,combo,su,pam_unix,24312,,,,,1,-4.595557569718537,False
1784,Jul 25 04:04:00 combo logrotate: ALERT exited abnormally with [1],* * * combo logrotate: ALERT exited abnormally with [1],"['Jul', '25', '04:04:00']",Jul,25,04:04:00,combo,logrotate,,,,,,,1,-5.658475289885715,False
1785,Jul 25 04:09:32 combo su(pam_unix)[24683]: session opened for user news by (uid=0),* * * combo * session opened for user * by *,"['Jul', '25', '04:09:32', 'su(pam_unix)[24683]:', 'news', '(uid=0)']",Jul,25,04:09:32,combo,su,pam_unix,24683,,,,,1,-5.216638467775006,False
1786,Jul 25 04:09:33 combo su(pam_unix)[24683]: session closed for user news,* * * combo * session closed for user *,"['Jul', '25', '04:09:33', 'su(pam_unix)[24683]:', 'news']",Jul,25,04:09:33,combo,su,pam_unix,24683,,,,,1,-4.267979483263886,False
1787,Jul 25 06:39:18 combo ftpd[24970]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24970]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24970,,,,,1,-4.9371641765321,False
1788,Jul 25 06:39:18 combo ftpd[24971]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24971]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24971,,,,,1,-4.936758093313053,False
1789,Jul 25 06:39:18 combo ftpd[24972]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24972]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24972,,,,,1,-4.93635196169874,False
1790,Jul 25 06:39:18 combo ftpd[24977]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24977]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24977,,,,,1,-4.93432057773709,False
1791,Jul 25 06:39:18 combo ftpd[24976]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24976]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24976,,,,,1,-4.9347269513112835,False
1792,Jul 25 06:39:18 combo ftpd[24974]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24974]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24974,,,,,1,-4.93553955328894,False
1793,Jul 25 06:39:18 combo ftpd[24973]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24973]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24973,,,,,1,-4.935945781690393,False
1794,Jul 25 06:39:18 combo ftpd[24975]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24975]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24975,,,,,1,-4.935133276495563,False
1795,Jul 25 06:39:18 combo ftpd[24978]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24978]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24978,,,,,1,-4.933914155774126,False
1796,Jul 25 06:39:18 combo ftpd[24962]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24962]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24962,,,,,1,-4.940411099930053,False
1797,Jul 25 06:39:18 combo ftpd[24967]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24967]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24967,,,,,1,-4.938382135807551,False
1798,Jul 25 06:39:18 combo ftpd[24966]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24966]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24966,,,,,1,-4.938788025435187,False
1799,Jul 25 06:39:18 combo ftpd[24968]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24968]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24968,,,,,1,-4.937976197780429,False
1800,Jul 25 06:39:18 combo ftpd[24965]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24965]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24965,,,,,1,-4.939193866662372,False
1801,Jul 25 06:39:18 combo ftpd[24964]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24964]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24964,,,,,1,-4.939599659487968,False
1802,Jul 25 06:39:18 combo ftpd[24958]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24958]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24958,,,,,1,-4.942033399948642,False
1803,Jul 25 06:39:18 combo ftpd[24956]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24956]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24956,,,,,1,-4.942844259507957,False
1804,Jul 25 06:39:18 combo ftpd[24957]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24957]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24957,,,,,1,-4.942438853933311,False
1805,Jul 25 06:39:18 combo ftpd[24959]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24959]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24959,,,,,1,-4.941627897554895,False
1806,Jul 25 06:39:18 combo ftpd[24969]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24969]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24969,,,,,1,-4.937570211354881,False
1807,Jul 25 06:39:18 combo ftpd[24960]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24960]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24960,,,,,1,-4.94122234675315,False
1808,Jul 25 06:39:18 combo ftpd[24963]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24963]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24963,,,,,1,-4.940005403910867,False
1809,Jul 25 06:39:18 combo ftpd[24961]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '06:39:18', 'ftpd[24961]:', '206.47.209.10', '()', 'Mon', '25', '06:39:18']",Jul,25,06:39:18,combo,ftpd,,24961,,,,,1,-4.940816747544531,False
1810,Jul 25 12:09:06 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['12:09:06'],Jul,25,12:09:06,combo,named,,2306,,,,,1,-1.2905516463518012,False
1811,Jul 25 12:18:50 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['12:18:50'],Jul,25,12:18:50,combo,named,,2306,,,,,1,-1.2905516463518012,False
1812,Jul 25 12:27:05 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['12:27:05'],Jul,25,12:27:05,combo,named,,2306,,,,,1,-1.2905516463518012,False
1813,Jul 25 12:35:24 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['12:35:24'],Jul,25,12:35:24,combo,named,,2306,,,,,1,-1.2905516463518012,False
1814,Jul 25 12:54:46 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['12:54:46'],Jul,25,12:54:46,combo,named,,2306,,,,,1,-1.2905516463518012,False
1815,Jul 25 13:33:41 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['13:33:41'],Jul,25,13:33:41,combo,named,,2306,,,,,1,-1.2905516463518012,False
1816,Jul 25 13:41:34 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['13:41:34'],Jul,25,13:41:34,combo,named,,2306,,,,,1,-1.2905516463518012,False
1817,Jul 25 13:50:24 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['13:50:24'],Jul,25,13:50:24,combo,named,,2306,,,,,1,-1.2905516463518012,False
1818,Jul 25 14:00:03 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['14:00:03'],Jul,25,14:00:03,combo,named,,2306,,,,,1,-1.2905516463518012,False
1819,Jul 25 14:08:28 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['14:08:28'],Jul,25,14:08:28,combo,named,,2306,,,,,1,-1.2905516463518012,False
1820,Jul 25 14:17:19 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['14:17:19'],Jul,25,14:17:19,combo,named,,2306,,,,,1,-1.2905516463518012,False
1821,Jul 25 14:33:46 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['14:33:46'],Jul,25,14:33:46,combo,named,,2306,,,,,1,-1.2905516463518012,False
1822,Jul 25 14:48:30 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['14:48:30'],Jul,25,14:48:30,combo,named,,2306,,,,,1,-1.2905516463518012,False
1823,Jul 25 14:56:13 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['14:56:13'],Jul,25,14:56:13,combo,named,,2306,,,,,1,-1.2905516463518012,False
1824,Jul 25 15:50:04 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['15:50:04'],Jul,25,15:50:04,combo,named,,2306,,,,,1,-1.2905516463518012,False
1825,Jul 25 16:29:20 combo named[2306]: notify question section contains no SOA,Jul 25 * combo named[2306]: notify question section contains no SOA,['16:29:20'],Jul,25,16:29:20,combo,named,,2306,,,,,1,-1.2905516463518012,False
1826,Jul 25 23:23:13 combo ftpd[26463]: getpeername (ftpd): Transport endpoint is not connected,Jul 25 23:23:13 combo * getpeername (ftpd): Transport endpoint is not connected,['ftpd[26463]:'],Jul,25,23:23:13,combo,ftpd,,26463,,,,,-1,0.014558711098132449,True
1827,Jul 25 23:23:13 combo ftpd[26466]: getpeername (ftpd): Transport endpoint is not connected,Jul 25 23:23:13 combo * getpeername (ftpd): Transport endpoint is not connected,['ftpd[26466]:'],Jul,25,23:23:13,combo,ftpd,,26466,,,,,-1,0.01655478747298389,True
1828,Jul 25 23:23:13 combo xinetd[26482]: warning: can't get client address: Connection reset by peer,Jul 25 23:23:13 combo * warning: can't get client address: Connection reset by peer,['xinetd[26482]:'],Jul,25,23:23:13,combo,xinetd,,26482,,,,,-1,1.5479906480573646,True
1829,Jul 25 23:23:13 combo ftpd[26482]: getpeername (ftpd): Transport endpoint is not connected,Jul 25 23:23:13 combo * getpeername (ftpd): Transport endpoint is not connected,['ftpd[26482]:'],Jul,25,23:23:13,combo,ftpd,,26482,,,,,-1,0.02720656599662874,True
1830,Jul 25 23:23:13 combo xinetd[26484]: warning: can't get client address: Connection reset by peer,Jul 25 23:23:13 combo * warning: can't get client address: Connection reset by peer,['xinetd[26484]:'],Jul,25,23:23:13,combo,xinetd,,26484,,,,,-1,1.549284042581185,True
1831,Jul 25 23:23:13 combo ftpd[26484]: getpeername (ftpd): Transport endpoint is not connected,Jul 25 23:23:13 combo * getpeername (ftpd): Transport endpoint is not connected,['ftpd[26484]:'],Jul,25,23:23:13,combo,ftpd,,26484,,,,,-1,0.02853875304978004,True
1832,Jul 25 23:24:09 combo ftpd[26479]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '23:24:09', 'ftpd[26479]:', '217.187.83.50', '()', 'Mon', '25', '23:24:09']",Jul,25,23:24:09,combo,ftpd,,26479,,,,,1,-4.269960780378938,False
1833,Jul 25 23:24:09 combo ftpd[26478]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '23:24:09', 'ftpd[26478]:', '217.187.83.50', '()', 'Mon', '25', '23:24:09']",Jul,25,23:24:09,combo,ftpd,,26478,,,,,1,-4.270438552215545,False
1834,Jul 25 23:24:09 combo ftpd[26477]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '23:24:09', 'ftpd[26477]:', '217.187.83.50', '()', 'Mon', '25', '23:24:09']",Jul,25,23:24:09,combo,ftpd,,26477,,,,,1,-4.27091627742211,False
1835,Jul 25 23:24:09 combo ftpd[26476]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '23:24:09', 'ftpd[26476]:', '217.187.83.50', '()', 'Mon', '25', '23:24:09']",Jul,25,23:24:09,combo,ftpd,,26476,,,,,1,-4.271393955997333,False
1836,Jul 25 23:24:09 combo ftpd[26475]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '23:24:09', 'ftpd[26475]:', '217.187.83.50', '()', 'Mon', '25', '23:24:09']",Jul,25,23:24:09,combo,ftpd,,26475,,,,,1,-4.271871587939948,False
1837,Jul 25 23:24:09 combo ftpd[26474]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['25', '23:24:09', 'ftpd[26474]:', '217.187.83.50', '()', 'Mon', '25', '23:24:09']",Jul,25,23:24:09,combo,ftpd,,26474,,,,,1,-4.272349173248685,False
